ID,Issue_Key,Type,Status,Resolution,Creation_Date,Resolution_Date,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes
276623,TDP-1463,"Work Item",Closed,Fixed,"2016-02-18 14:20:42","2017-11-25 08:51:13",2,0,30981,53158,929910
276465,TDP-1700,"New Feature",Closed,Fixed,"2016-04-14 14:56:59","2018-07-04 14:06:29",1,NULL,0,8525,1167789
276232,TDP-2048,"New Feature",Closed,Fixed,"2016-06-01 11:19:20","2017-01-19 11:28:02",8,NULL,29694,51783,334148
276231,TDP-2049,"New Feature",Closed,Fixed,"2016-06-01 11:19:39","2017-01-24 09:46:24",3,NULL,0,3158,341246
276107,TDP-2195,"New Feature",Closed,Done,"2016-06-21 18:00:54","2017-11-16 09:59:58",2,660,2786,48116,738299
275912,TDP-2454,"New Feature",Closed,Fixed,"2016-08-16 11:11:25","2017-01-12 15:49:42",18,NULL,1253,8271,214898
275911,TDP-2458,"New Feature",Closed,Fixed,"2016-08-16 14:06:46","2017-04-26 11:08:12",3,1710,16975,29940,364141
275910,TDP-2460,"New Feature",Closed,Fixed,"2016-08-16 14:06:50","2017-08-01 15:07:23",5,5280,18590,79162,504060
275893,TDP-2497,"Work Item",Closed,Fixed,"2016-08-25 14:05:04","2016-11-03 11:13:51",2,NULL,19072,33221,100688
275892,TDP-2498,"Work Item",Closed,Fixed,"2016-08-25 14:05:58","2016-10-31 12:34:27",2,NULL,35785,35785,96448
275854,TDP-2540,"New Feature",Closed,Fixed,"2016-09-09 13:00:30","2017-04-27 14:25:41",1,1320,0,8728,331285
275842,TDP-2555,"New Feature",Closed,Fixed,"2016-09-13 13:37:58","2016-12-07 16:19:20",3,NULL,96994,96994,122621
275836,TDP-2562,Bug,Closed,Fixed,"2016-09-14 12:10:22","2017-01-02 10:23:07",1,NULL,1,20206,158352
275831,TDP-2568,"New Feature",Closed,Done,"2016-09-15 11:26:25","2017-05-24 17:10:18",13,NULL,0,0,361783
275829,TDP-2570,"New Feature",Closed,Fixed,"2016-09-15 11:26:35","2017-03-29 13:21:42",8,NULL,0,0,280915
275828,TDP-2571,"New Feature",Closed,Fixed,"2016-09-15 11:26:40","2017-09-08 09:50:16",3,0,23898,71384,515423
275826,TDP-2573,"New Feature",Closed,Fixed,"2016-09-15 11:26:49","2017-07-10 15:03:38",2,NULL,2695,28557,429336
275792,TDP-2621,"New Feature",Closed,Fixed,"2016-09-21 14:46:05","2017-05-19 08:45:32",1,NULL,55,20877,345239
275754,TDP-2671,Bug,Closed,Fixed,"2016-09-27 16:46:14","2016-11-22 14:26:53",3,NULL,986,31407,80560
275728,TDP-2700,Bug,Closed,Fixed,"2016-10-10 13:51:14","2016-11-10 10:02:23",2,NULL,0,20016,44471
275727,TDP-2701,Bug,Closed,Fixed,"2016-10-10 13:58:47","2016-11-10 10:02:37",2,NULL,11413,31907,44463
275725,TDP-2704,"Work Item",Closed,Fixed,"2016-10-11 09:51:46","2016-11-08 16:50:24",2,NULL,11288,17426,40798
275724,TDP-2705,"Work Item",Closed,Fixed,"2016-10-11 09:54:23","2016-11-22 14:39:50",8,NULL,18593,18593,60825
275723,TDP-2706,"Backlog Task",Closed,Fixed,"2016-10-11 09:56:24","2016-11-30 12:24:59",2,NULL,72172,72172,72208
275722,TDP-2713,"Work Item",Closed,Fixed,"2016-10-11 10:22:03","2017-01-05 17:12:48",2,NULL,1869,11851,124310
275721,TDP-2715,"Work Item",Closed,Fixed,"2016-10-11 10:22:48","2016-10-28 13:31:56",3,NULL,1545,3135,24669
275718,TDP-2724,"New Feature",Closed,Fixed,"2016-10-12 14:13:47","2017-06-15 15:57:36",3,6660,36916,96749,354343
275717,TDP-2726,"New Feature",Closed,Fixed,"2016-10-12 14:42:07","2017-11-20 14:19:55",3,NULL,78,7070,581797
275714,TDP-2729,"New Feature",Closed,Fixed,"2016-10-13 10:34:35","2016-11-14 10:11:54",3,NULL,46116,46120,46117
275708,TDP-2735,"New Feature",Closed,Fixed,"2016-10-13 16:06:59","2016-11-25 12:57:44",8,NULL,13025,34470,61790
275707,TDP-2737,"New Feature",Closed,Fixed,"2016-10-13 16:17:55","2017-01-19 11:31:29",8,NULL,0,4124,140893
