ID,Issue_Key,Type,Status,Resolution,Creation_Date,Resolution_Date,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes
13957,NEXUS-540,Bug,Closed,Fixed,"2008-08-14 15:14:26","2010-11-29 09:44:25",1,NULL,0,9682,1205009
9016,NEXUS-5831,Improvement,Closed,Fixed,"2008-11-24 17:23:45","2013-09-18 13:06:13",2,NULL,5166,6957,2532642
12221,NEXUS-2350,Improvement,Closed,Fixed,"2009-07-27 16:10:40","2011-12-14 23:34:05",1,NULL,0,0,1253303
11554,NEXUS-3119,Improvement,Closed,Fixed,"2009-12-17 08:10:36","2013-09-17 07:26:15",1,NULL,0,3621,1972695
11487,NEXUS-3201,Bug,Closed,Fixed,"2010-01-16 00:40:21","2010-12-13 12:45:17",1,NULL,0,18591,477364
11399,NEXUS-3292,Bug,Closed,Fixed,"2010-02-09 10:43:32","2011-12-08 18:37:55",1,NULL,7295,9139,960954
11309,NEXUS-3388,Improvement,Closed,Fixed,"2010-03-18 17:24:59","2010-04-05 16:08:18",3,NULL,0,0,25783
11252,NEXUS-3448,Bug,Closed,Fixed,"2010-04-14 22:53:54","2011-03-29 14:18:36",1,NULL,0,51527,502044
11070,NEXUS-3638,Bug,Closed,Fixed,"2010-07-19 10:36:16","2011-03-25 11:19:29",1,NULL,0,22694,358663
11065,NEXUS-3643,Improvement,Closed,Fixed,"2010-07-20 10:01:01","2010-12-20 12:24:08",13,NULL,0,0,220523
11017,NEXUS-3691,Improvement,Closed,Fixed,"2010-08-02 15:19:14","2010-10-05 04:28:42",10,NULL,9346,11910,91509
10995,NEXUS-3716,Improvement,Closed,Fixed,"2010-08-17 15:04:20","2012-08-06 18:54:19",2,NULL,0,0,1037029
10990,NEXUS-3722,Bug,Closed,Fixed,"2010-08-19 08:20:27","2011-03-17 13:42:12",1,NULL,0,348,302781
10896,NEXUS-3817,Improvement,Closed,Fixed,"2010-09-30 16:24:56","2010-10-18 15:29:41",3,NULL,5449,5449,25864
10881,NEXUS-3833,Improvement,Closed,Fixed,"2010-10-08 17:49:37","2011-01-07 17:24:00",3,NULL,1855,2040,131074
8572,NEXUS-6448,Bug,Closed,Fixed,"2010-10-20 21:38:33","2014-06-26 19:32:52",2,NULL,1086,28112,1936674
10837,NEXUS-3878,Bug,Closed,Fixed,"2010-10-26 18:22:29","2011-03-11 11:11:09",1,NULL,35,46018,195468
10834,NEXUS-3881,Bug,Closed,Fixed,"2010-10-27 15:48:34","2010-12-03 14:30:02",1,NULL,3083,4267,53261
10814,NEXUS-3910,Bug,Closed,Fixed,"2010-11-03 16:39:37","2010-12-17 19:20:35",2,NULL,47,11543,63520
10813,NEXUS-3911,Bug,Closed,Fixed,"2010-11-03 21:28:48","2010-12-27 22:14:25",2,NULL,8649,9138,77805
10796,NEXUS-3930,Bug,Closed,Fixed,"2010-11-11 16:50:43","2010-12-20 21:00:45",1,NULL,16,538,56410
10786,NEXUS-3941,Improvement,Closed,Fixed,"2010-11-15 16:42:55","2010-12-20 12:32:26",1,NULL,7,13,50149
