ID,Issue_Key,Type,Status,Resolution,Creation_Date,Resolution_Date,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes
493857,SERVER-16612,Task,Closed,Done,"2014-12-19 20:33:42","2019-05-15 19:57:50",5,NULL,3228,3228,2315484
491840,SERVER-18840,Improvement,Closed,Fixed,"2015-06-05 16:04:28","2019-01-07 14:09:59",1,NULL,1,4333,1889165
490848,SERVER-19895,Improvement,Closed,Fixed,"2015-08-12 17:58:44","2019-11-22 20:19:12",2,NULL,289188,354410,2250860
490695,SERVER-20056,Improvement,Closed,Fixed,"2015-08-20 01:51:46","2018-04-05 17:24:55",3,NULL,407,4463,1381893
489027,SERVER-21861,Improvement,Closed,Fixed,"2015-12-11 15:35:39","2020-08-05 02:00:07",3,NULL,3229,10731,2445744
485674,SERVER-25548,Improvement,Closed,Fixed,"2016-08-10 20:46:16","2020-06-25 18:22:01",2,NULL,500,1673,2037455
484991,SERVER-26319,Improvement,Closed,Fixed,"2016-09-25 23:07:49","2018-10-25 16:33:32",1,NULL,1053,2695,1094005
484721,SERVER-26625,Improvement,Closed,Fixed,"2016-10-13 21:41:59","2019-03-20 16:51:15",2,NULL,2818,10290,1278429
484514,SERVER-26867,Improvement,Closed,Fixed,"2016-11-01 17:21:24","2019-10-31 21:09:59",2,NULL,4515,14676,1575588
482603,SERVER-28940,Improvement,Closed,Fixed,"2017-04-24 15:21:25","2018-10-04 13:52:24",5,NULL,25968,59001,760230
482118,SERVER-29446,Bug,Closed,Done,"2017-06-05 15:38:57","2019-08-16 01:09:28",8,NULL,20806,20806,1154010
481588,SERVER-29999,Improvement,Closed,Fixed,"2017-07-06 13:43:41","2018-06-04 19:52:28",5,NULL,101833,126332,479888
481586,SERVER-30001,Improvement,Closed,Fixed,"2017-07-06 13:44:58","2018-06-14 18:35:32",3,NULL,1667,11796,494210
481387,SERVER-30204,Task,Closed,Fixed,"2017-07-18 14:30:54","2018-05-15 22:37:06",3,NULL,1308,7322,433926
480102,SERVER-31535,Task,Closed,Fixed,"2017-10-12 21:01:50","2018-03-28 19:50:46",3,NULL,0,240361,240408
480069,SERVER-31570,Improvement,Closed,Fixed,"2017-10-13 20:37:13","2018-10-02 03:06:57",3,NULL,244,4381,508709
479441,SERVER-32223,Improvement,Closed,Fixed,"2017-12-08 15:53:38","2018-07-06 17:02:14",2,NULL,13,168,302468
478690,SERVER-33000,Task,Closed,Fixed,"2017-12-12 20:40:31","2018-06-07 15:04:36",8,NULL,40168,42779,254544
479235,SERVER-32437,"New Feature",Closed,Fixed,"2017-12-21 17:18:27","2018-04-04 20:27:16",8,NULL,0,3023,149948
479231,SERVER-32443,Task,Closed,Fixed,"2017-12-21 17:45:07","2018-05-24 13:23:10",1,NULL,1059,114740,221498
479170,SERVER-32509,Improvement,Closed,Fixed,"2018-01-02 10:55:43","2018-07-05 10:36:01",3,NULL,129,10734,264940
479100,SERVER-32583,Task,Closed,Fixed,"2018-01-08 19:54:23","2018-02-28 14:16:02",1,NULL,66,1055,73101
479041,SERVER-32642,Improvement,Closed,Fixed,"2018-01-10 20:52:53","2018-08-24 13:30:52",2,NULL,0,2492,324997
479021,SERVER-32664,Task,Closed,Fixed,"2018-01-11 16:15:11","2018-02-08 22:29:11",1,NULL,43,410,40694
478864,SERVER-32825,Improvement,Closed,Fixed,"2018-01-22 05:53:35","2018-05-18 03:30:57",3,NULL,49621,106570,166897
478807,SERVER-32883,Task,Closed,Fixed,"2018-01-24 20:32:07","2018-05-23 22:14:34",8,NULL,2820,23271,171462
478799,SERVER-32891,Task,Closed,Fixed,"2018-01-25 14:46:49","2018-01-30 15:37:12",1,NULL,67,1012,7250
478794,SERVER-32896,Improvement,Closed,Fixed,"2018-01-25 16:46:10","2018-01-29 16:21:12",2,NULL,71,5720,5735
478693,SERVER-32997,Bug,Closed,Fixed,"2018-01-30 06:27:53","2018-06-18 10:30:28",13,NULL,61992,68284,200402
478691,SERVER-32999,Task,Closed,Fixed,"2018-01-30 14:06:01","2018-05-14 21:27:11",3,NULL,0,35914,150201
478689,SERVER-33002,Task,Closed,Fixed,"2018-01-30 14:21:41","2018-06-04 13:49:54",8,NULL,0,0,179968
478552,SERVER-33146,Bug,Closed,Fixed,"2018-02-06 19:28:00","2018-05-03 19:52:48",3,NULL,3,322,123864
478549,SERVER-33149,Bug,Closed,Fixed,"2018-02-06 22:05:07","2019-03-20 12:32:47",3,NULL,738,31608,585507
478362,SERVER-33340,Task,Closed,Fixed,"2018-02-14 21:21:18","2018-03-05 21:53:46",8,NULL,0,7274,27392
478361,SERVER-33341,Task,Closed,Fixed,"2018-02-14 21:22:24","2018-03-08 17:12:26",4,NULL,0,2645,31430
478360,SERVER-33342,Task,Closed,Fixed,"2018-02-14 21:23:38","2018-03-13 21:31:23",3,NULL,0,5622,38887
478307,SERVER-33398,Task,Closed,Fixed,"2018-02-20 17:55:01","2018-04-11 17:55:38",2,NULL,1296,2899,72000
478306,SERVER-33399,"New Feature",Closed,Fixed,"2018-02-20 18:01:13","2018-05-08 16:12:27",1,NULL,0,1613,110771
