ID,Issue_Key,Type,Status,Resolution,Creation_Date,Resolution_Date,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes
251816,CXX-771,Bug,Closed,Fixed,"2015-12-10 17:10:10","2016-12-19 19:57:59",2,NULL,9,8452,540167
251745,CXX-844,Task,Closed,Fixed,"2016-02-16 00:50:17","2016-11-28 23:24:48",2,NULL,65,7087,413194
251732,CXX-859,"New Feature",Closed,Fixed,"2016-03-07 20:07:04","2016-10-12 23:30:05",3,NULL,10253,27725,315503
251698,CXX-894,Bug,Closed,Fixed,"2016-04-15 18:19:14","2016-11-22 02:38:03",1,NULL,327,6325,317358
251679,CXX-916,Improvement,Closed,Fixed,"2016-05-24 16:54:19","2016-09-10 02:49:25",1,NULL,20443,31935,156115
251677,CXX-919,Bug,Closed,Fixed,"2016-06-01 22:10:01","2016-07-28 03:21:00",1,NULL,6,494,80950
251625,CXX-984,Improvement,Closed,Fixed,"2016-08-07 21:10:17","2017-06-26 18:09:22",1,NULL,147598,277004,464939
251621,CXX-988,Bug,Closed,Fixed,"2016-08-10 21:46:25","2016-09-10 02:49:29",1,NULL,14917,26409,43503
251615,CXX-994,Bug,Closed,Fixed,"2016-08-17 15:13:42","2017-04-19 21:22:03",1,NULL,56,1434,353168
251614,CXX-995,"New Feature",Closed,Fixed,"2016-08-17 15:15:47","2017-03-08 22:37:01",2,NULL,0,1684,292821
251609,CXX-1000,Task,Closed,Fixed,"2016-08-19 19:51:54","2016-09-28 19:21:53",3,NULL,10183,21134,57569
251608,CXX-1001,Bug,Closed,Fixed,"2016-08-21 16:57:44","2016-11-15 20:39:40",3,NULL,2050,11675,124121
251604,CXX-1005,Task,Closed,Fixed,"2016-08-25 20:27:00","2017-03-24 17:50:34",1,NULL,1387,1387,303743
251602,CXX-1007,Task,Closed,Fixed,"2016-08-29 18:27:56","2016-12-23 02:23:13",1,NULL,0,2048,166135
251601,CXX-1008,Task,Closed,Fixed,"2016-08-29 18:32:23","2016-12-23 02:23:09",1,NULL,0,2050,166130
251595,CXX-1014,Bug,Closed,Fixed,"2016-09-02 02:22:17","2016-12-16 22:09:35",1,NULL,0,26048,152447
251591,CXX-1018,Bug,Closed,Fixed,"2016-09-07 14:03:05","2016-09-28 19:20:19",1,NULL,0,11020,30557
251578,CXX-1031,Task,Closed,Done,"2016-09-14 15:54:09","2016-11-28 14:55:48",1,NULL,1367,30051,108001
251570,CXX-1039,Bug,Closed,Fixed,"2016-09-15 23:37:14","2016-11-28 17:02:29",1,NULL,5,5,106225
251566,CXX-1043,Bug,Closed,Fixed,"2016-09-20 19:58:17","2016-12-20 16:38:00",1,NULL,17,1178,130899
251562,CXX-1047,Bug,Closed,Fixed,"2016-09-23 09:40:00","2016-11-17 18:09:32",1,NULL,21348,21407,79769
251560,CXX-1049,Bug,Closed,Fixed,"2016-09-26 16:08:29","2016-10-07 17:19:47",1,NULL,9,5086,15911
251556,CXX-1053,"New Feature",Closed,Fixed,"2016-09-29 19:00:57","2016-11-28 21:42:20",2,NULL,1136,15812,86621
251553,CXX-1056,Task,Closed,Fixed,"2016-10-01 04:11:53","2017-05-25 21:08:24",2,NULL,12883,20372,340856
251551,CXX-1058,Task,Closed,Fixed,"2016-10-01 18:10:48","2016-11-17 22:05:44",1,NULL,0,46,67974
251550,CXX-1059,"New Feature",Closed,Fixed,"2016-10-01 19:04:36","2016-11-28 23:24:51",2,NULL,7559,14581,83840
251548,CXX-1061,Bug,Closed,Fixed,"2016-10-01 21:13:24","2016-11-28 17:08:20",1,NULL,3,3,83334
251546,CXX-1063,Bug,Closed,Fixed,"2016-10-03 23:29:31","2016-11-03 15:36:06",1,NULL,497,3229,44226
251543,CXX-1066,Task,Closed,Done,"2016-10-04 01:10:00","2017-05-24 21:42:04",1,NULL,192,192,335312
251541,CXX-1068,Bug,Closed,Fixed,"2016-10-04 20:49:31","2016-11-03 18:35:55",1,NULL,443,3865,43126
251539,CXX-1070,Bug,Closed,Fixed,"2016-10-06 16:27:42","2016-11-08 14:54:03",1,NULL,6978,6978,47486
251520,CXX-1089,Bug,Closed,Fixed,"2016-10-13 18:58:09","2016-10-28 17:25:09",1,NULL,1144,3989,21507
251516,CXX-1093,Bug,Closed,Fixed,"2016-10-19 04:11:48","2016-11-17 03:50:16",1,NULL,6206,11851,41798
251515,CXX-1094,Task,Closed,Fixed,"2016-10-19 04:38:59","2017-02-22 22:18:34",1,NULL,1113,19989,182559
251509,CXX-1100,Bug,Closed,Fixed,"2016-10-24 22:21:09","2016-11-15 20:39:45",3,NULL,2050,11675,31638
251506,CXX-1103,Bug,Closed,Fixed,"2016-10-26 15:39:18","2016-10-28 17:25:14",1,NULL,13,2980,2985
251494,CXX-1116,Bug,Closed,Fixed,"2016-11-04 05:44:16","2016-11-15 17:48:09",1,NULL,0,11666,16563
251490,CXX-1120,Task,Closed,Fixed,"2016-11-07 18:14:54","2016-11-18 05:12:43",1,NULL,2018,3404,15057
251489,CXX-1121,"New Feature",Closed,Fixed,"2016-11-07 22:55:57","2017-03-27 23:02:23",1,NULL,17410,30288,201546
251480,CXX-1130,"New Feature",Closed,Fixed,"2016-11-14 22:34:34","2017-03-09 18:57:17",3,NULL,44700,73310,165382
251477,CXX-1134,"New Feature",Closed,Fixed,"2016-11-16 16:29:27","2016-11-17 03:50:20",1,NULL,80,680,680
251476,CXX-1135,Bug,Closed,Fixed,"2016-11-16 16:40:26","2016-11-17 03:50:24",1,NULL,69,669,669
251466,CXX-1145,Task,Closed,Fixed,"2016-11-22 21:29:10","2017-02-24 18:46:51",1,NULL,0,14107,135197
251459,CXX-1152,Bug,Closed,Fixed,"2016-12-01 19:52:33","2017-04-21 00:20:04",1,NULL,16,1625,201807
251456,CXX-1155,"New Feature",Closed,Fixed,"2016-12-02 21:01:20","2016-12-09 17:22:29",1,NULL,0,0,9861
