ID,Issue_Key,Type,Status,Resolution,Creation_Date,Resolution_Date,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes
135324,BAM-65,Suggestion,Closed,Fixed,"2006-07-12 02:40:43","2010-02-11 19:37:04",3,NULL,9357,13006,1887476
134674,BAM-932,Suggestion,Closed,Fixed,"2007-02-28 07:43:07","2009-06-02 14:46:18",2,NULL,1571,18736,1188363
132910,BAM-3476,Bug,Closed,Fixed,"2009-01-29 15:06:21","2010-07-09 02:41:30",2,NULL,169,12825,756635
132830,BAM-3612,Suggestion,Closed,Fixed,"2009-03-09 03:42:28","2009-07-06 02:35:21",2,180,19848,0,171232
132827,BAM-3616,Suggestion,Closed,Fixed,"2009-03-09 13:17:19","2009-03-26 09:53:30",5,1,5632,14836,24276
132823,BAM-3620,Suggestion,Closed,Fixed,"2009-03-09 13:34:37","2009-03-31 08:48:03",2,660,6848,27241,31333
132822,BAM-3621,Suggestion,Closed,Fixed,"2009-03-09 18:45:50","2009-03-23 00:10:31",5,300,6816,9987,19044
132817,BAM-3626,Suggestion,Closed,Fixed,"2009-03-10 04:09:49","2009-03-23 23:59:07",5,NULL,11616,17347,19909
132812,BAM-3631,Suggestion,Closed,Fixed,"2009-03-10 04:24:28","2009-03-23 04:49:22",5,NULL,0,4580,18744
132810,BAM-3633,Suggestion,Closed,Fixed,"2009-03-10 04:27:21","2009-04-06 05:41:46",8,NULL,25607,25607,38894
132809,BAM-3634,Suggestion,Closed,Fixed,"2009-03-10 04:57:38","2009-06-02 14:45:51",1,NULL,18740,0,121488
132769,BAM-3681,Suggestion,Closed,Fixed,"2009-03-24 07:10:23","2009-04-03 01:18:34",12,NULL,5874,11143,13988
132767,BAM-3683,Suggestion,Closed,Fixed,"2009-03-24 11:03:00","2009-04-03 04:56:26",8,120,4114,12967,13973
132766,BAM-3685,Suggestion,Closed,Fixed,"2009-03-24 11:07:42","2009-04-14 05:58:11",5,660,10780,19487,29870
132759,BAM-3693,Suggestion,Closed,Fixed,"2009-03-26 00:51:45","2009-05-26 04:29:45",2,NULL,0,0,87997
132758,BAM-3695,Suggestion,Closed,Fixed,"2009-03-26 01:21:02","2009-04-17 05:12:52",3,180,12962,12962,31851
132737,BAM-3718,Suggestion,Closed,Fixed,"2009-04-03 04:40:48","2009-04-21 03:07:54",5,NULL,12969,18605,25827
132731,BAM-3724,Suggestion,Closed,Fixed,"2009-04-07 08:19:29","2009-04-23 09:33:13",12,NULL,18376,22942,23113
132727,BAM-3728,Suggestion,Closed,Fixed,"2009-04-07 08:23:09","2009-04-14 18:30:17",5,NULL,0,8825,10687
132724,BAM-3731,Suggestion,Closed,Fixed,"2009-04-07 08:24:23","2009-04-09 17:59:05",2,270,0,0,3454
132722,BAM-3733,Suggestion,Closed,Fixed,"2009-04-07 08:29:03","2009-04-20 04:50:10",1,NULL,0,0,18501
132720,BAM-3735,Suggestion,Closed,Fixed,"2009-04-07 08:29:42","2009-04-20 04:51:01",2,180,0,0,18501
132718,BAM-3737,Suggestion,Closed,Fixed,"2009-04-07 08:31:04","2009-06-19 15:26:22",3,360,7015,92448,105535
132715,BAM-3740,Suggestion,Closed,Fixed,"2009-04-07 08:32:15","2009-04-23 09:30:46",3,NULL,4584,8732,23098
132713,BAM-3742,Suggestion,Closed,Fixed,"2009-04-07 08:35:05","2009-05-25 05:24:44",5,NULL,24902,34835,68929
132710,BAM-3745,Suggestion,Closed,Fixed,"2009-04-07 08:36:24","2009-05-25 05:24:44",3,NULL,10137,20071,68928
132708,BAM-3748,Suggestion,Closed,Fixed,"2009-04-07 08:37:23","2009-05-25 05:23:15",5,NULL,27668,47742,68925
132691,BAM-3766,Suggestion,Closed,Fixed,"2009-04-08 10:10:00","2009-06-16 14:32:50",1,180,0,0,99622
132659,BAM-3801,Suggestion,Closed,Fixed,"2009-04-17 02:30:19","2009-05-25 05:24:44",3,NULL,0,10345,54894
132656,BAM-3804,Suggestion,Closed,Fixed,"2009-04-17 02:31:29","2009-07-02 04:50:46",3,NULL,0,0,109579
132655,BAM-3805,Suggestion,Closed,Fixed,"2009-04-17 02:31:49","2009-06-01 01:23:39",2,NULL,2863,17098,64731
132654,BAM-3806,Suggestion,Closed,Fixed,"2009-04-17 02:32:10","2009-07-02 04:51:15",12,NULL,0,0,109579
132653,BAM-3807,Suggestion,Closed,Fixed,"2009-04-17 02:32:36","2009-07-02 04:59:23",2,NULL,0,0,109586
132651,BAM-3809,Suggestion,Closed,Fixed,"2009-04-17 02:36:49","2009-05-25 05:24:44",5,NULL,17536,37610,54887
132599,BAM-3864,Suggestion,Closed,Fixed,"2009-05-04 08:28:03","2009-05-25 05:24:45",5,NULL,4026,20080,30056
