ID,Issue_Key,Resolution,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Story_Point
270453,TBD-944,Fixed,2400,9213,221474,81318,NULL
270454,TBD-935,Fixed,1140,5438,14125,14166,NULL
270457,TBD-929,Fixed,3480,2,236585,34210,NULL
270476,TBD-904,Fixed,240,0,162624,194692,NULL
270477,TBD-901,Fixed,960,6185,207338,1422232,NULL
270482,TBD-896,Fixed,1440,43108,342394,403205,NULL
270483,TBD-894,Fixed,120,189,100626,140912,NULL
270484,TBD-893,Fixed,1500,11,133774,110282,NULL
270489,TBD-888,Fixed,120,1159,34817,82846,NULL
270490,TBD-886,Fixed,270,99,7564,2597,NULL
270491,TBD-885,Fixed,480,518,21061,19701,NULL
270494,TBD-882,Fixed,1440,12946,234432,137091,NULL
270500,TBD-876,Fixed,120,132,4318,4318,NULL
270501,TBD-875,Fixed,10,0,2590,8724,NULL
270502,TBD-874,Fixed,870,4669,14563,14566,NULL
270507,TBD-857,Fixed,120,58,302145,7222,NULL
270527,TBD-821,Fixed,60,8460,37846,332246,NULL
270549,TBD-782,Fixed,90,2,11962,9239,NULL
270550,TBD-780,Fixed,240,239,206662,111933,NULL
270565,TBD-763,Fixed,180,0,102892,112580,NULL
270566,TBD-762,Fixed,360,0,103978,112582,NULL
270567,TBD-761,Fixed,720,0,104343,112584,NULL
270579,TBD-747,Fixed,240,7228,122653,159879,NULL
270590,TBD-735,Fixed,480,4362,68137,76308,NULL
270593,TBD-731,Fixed,330,104,63870,20043,NULL
270596,TBD-726,Fixed,720,6861,40487,209936,NULL
270603,TBD-713,Fixed,90,246,14804,14036,NULL
270604,TBD-712,Fixed,240,3221,61018,31018,NULL
270605,TBD-710,Fixed,60,0,7447,263,NULL
270607,TBD-707,Fixed,60,7,65361,3703,NULL
270609,TBD-702,Fixed,480,5767,37414,19617,NULL
270610,TBD-701,Fixed,240,1131,39272,15294,NULL
270615,TBD-684,Fixed,1560,8324,73447,82465,NULL
270616,TBD-683,Fixed,2190,23,73838,82470,NULL
270626,TBD-671,Fixed,360,9139,73999,77537,NULL
270636,TBD-660,Fixed,720,502,55546,162430,NULL
270637,TBD-659,Fixed,1500,5555,73718,245933,NULL
270639,TBD-657,Fixed,660,1674,76731,83358,NULL
270641,TBD-655,Fixed,120,152267,152267,373050,NULL
270643,TBD-653,Fixed,240,0,11592,11914,NULL
270649,TBD-645,Fixed,120,4,27610,11223,NULL
270652,TBD-641,Fixed,30,280,8660,1420,NULL
270655,TBD-632,Fixed,150,2,41006,1726,NULL
270659,TBD-624,Fixed,960,5038,7880,8582,NULL
270663,TBD-618,Fixed,30,28,3280,6836,NULL
270665,TBD-615,Fixed,1560,8571,58139,12607,NULL
270695,TBD-562,Fixed,4620,0,283880,353872,NULL
270697,TBD-560,Fixed,180,2989,104385,3788,NULL
270702,TBD-555,Fixed,240,4112,117148,51833,NULL
270706,TBD-550,Fixed,240,305,56685,8101,NULL
270708,TBD-548,Fixed,4800,22625,115379,190777,NULL
270710,TBD-546,Fixed,600,90,17621,735206,NULL
270712,TBD-544,Fixed,240,0,90431,70453,NULL
270713,TBD-543,Fixed,990,3966,83412,34123,NULL
270715,TBD-541,Fixed,780,3066,83563,34127,NULL
270717,TBD-539,Fixed,360,408,118754,12821,NULL
270718,TBD-538,Fixed,1200,3351,69672,34129,NULL
270719,TBD-537,Fixed,780,1574,85369,34126,NULL
270723,TBD-533,Fixed,120,287,249331,341266,NULL
270726,TBD-530,Fixed,5700,39015,844133,1174188,NULL
270727,TBD-529,Fixed,420,105,121155,121548,NULL
270728,TBD-528,Fixed,120,12,7151,7296,NULL
270731,TBD-524,Fixed,210,422,111454,124416,NULL
270732,TBD-522,Fixed,630,6894,66277,154428,NULL
270733,TBD-521,Fixed,3960,27893,58611,171876,NULL
270734,TBD-520,Fixed,120,41,12182,12182,NULL
270735,TBD-519,Fixed,480,1360,14940,22084,NULL
270739,TBD-506,Fixed,150,3963,70831,161499,NULL
270750,TBD-492,Fixed,10,48,34584,32530,NULL
270752,TBD-490,Fixed,1,0,10680,1819,NULL
270753,TBD-489,Fixed,60,103,9088,2909,NULL
270754,TBD-487,Fixed,960,7158,49667,8690,NULL
270756,TBD-484,Fixed,60,0,4282,2886,NULL
270778,TBD-434,Fixed,1201,6063,15083,38564,NULL
270779,TBD-429,Fixed,720,72,59012,48533,NULL
270781,TBD-419,Fixed,120,67,19798,4949,NULL
270783,TBD-417,Fixed,480,505,10776,67963,NULL
270786,TBD-411,Fixed,840,1736,19581,29869,NULL
270791,TBD-405,Fixed,900,2115,12439,60052,NULL
270794,TBD-399,Fixed,240,1352,25963,12604,NULL
270799,TBD-393,Fixed,310,521,42648,162800,NULL
270804,TBD-377,Fixed,240,3163,28006,51616,NULL
270812,TBD-363,Fixed,210,35,30047,5567,NULL
270814,TBD-360,Fixed,240,461,8742,24499,NULL
270823,TBD-346,Fixed,240,369,51096,36069,NULL
270825,TBD-341,Fixed,210,0,17356,3969,NULL
270831,TBD-327,Fixed,730,1331,43816,101189,NULL
270834,TBD-322,Fixed,480,1420,11776,10153,NULL
270837,TBD-318,Fixed,480,2549,73656,34036,NULL
270839,TBD-314,Fixed,1440,3001,54610,14315,NULL
270840,TBD-313,Fixed,960,1878,9312,1929,NULL
270841,TBD-311,Fixed,300,263,10589,79627,NULL
270845,TBD-307,Fixed,30,0,24911,4026,NULL
270847,TBD-304,Fixed,60,0,1829,1153,NULL
270848,TBD-303,Fixed,60,1,10330,10998,NULL
270849,TBD-301,Fixed,960,1873,173471,65466,NULL
270855,TBD-290,Fixed,480,5801,29181,8988,NULL
270857,TBD-288,Fixed,30,0,117187,117211,NULL
270858,TBD-287,Fixed,240,1141,118027,118066,NULL
270861,TBD-284,Fixed,120,1040,101110,107304,NULL
270862,TBD-283,Fixed,120,5,11488,12009,NULL
270871,TBD-256,Fixed,90,0,55092,59757,NULL
270889,TBD-238,Fixed,240,221,51044,57958,NULL
270890,TBD-237,Fixed,780,29945,80533,107954,NULL
270901,TBD-224,Fixed,20,28,68107,71012,NULL
270903,TBD-222,Fixed,420,1272,48981,48982,NULL
270904,TBD-221,Fixed,60,143,85481,96445,NULL
270905,TBD-220,Fixed,540,0,104202,125340,NULL
270906,TBD-219,Fixed,360,0,105706,125348,NULL
270907,TBD-218,Fixed,360,0,96666,125402,NULL
270909,TBD-198,Fixed,480,0,5393,6893,NULL
270911,TBD-196,Fixed,3840,21695,40463,56483,NULL
270912,TBD-195,Fixed,960,5877,5877,5926,NULL
270913,TBD-177,Fixed,5,7,118627,119855,NULL
270916,TBD-174,Fixed,240,335,57971,66131,NULL
270918,TBD-172,Fixed,660,0,66538,107631,NULL
270919,TBD-171,Fixed,300,0,66190,107642,NULL
270920,TBD-170,Fixed,300,2,67566,107628,NULL
270930,TBD-156,Fixed,60,3991,45025,50985,NULL
270931,TBD-155,Fixed,60,1485,36336,58001,NULL
270932,TBD-154,Fixed,480,0,40514,49082,NULL
270933,TBD-153,Fixed,960,0,40393,48972,NULL
270934,TBD-152,Fixed,960,0,40388,49003,NULL
270935,TBD-151,Fixed,60,0,40391,49023,NULL
270936,TBD-150,Fixed,120,10322,50715,51878,NULL
270938,TBD-148,Fixed,480,0,40516,117939,NULL
270946,TBD-140,Fixed,720,1350,114498,117817,NULL
270947,TBD-139,Fixed,240,1677,145269,262119,NULL
270949,TBD-137,Fixed,420,1359,120026,117626,NULL
270958,TBD-126,Fixed,360,354,286957,858936,NULL
270961,TBD-122,Fixed,3480,11622,59484,140395,NULL
270964,TBD-119,Fixed,1920,8691,119788,53074,NULL
270965,TBD-115,Fixed,1680,12060,63662,122344,NULL
270966,TBD-113,Fixed,1440,7501,49371,110395,NULL
270976,TBD-102,Fixed,840,2813,113824,195761,NULL
270979,TBD-99,Fixed,420,0,0,545637,NULL
270982,TBD-96,Fixed,1440,8668,18861,11465,NULL
270990,TBD-85,Fixed,2160,8817,131474,215804,NULL
270993,TBD-82,Fixed,180,40,49377,50427,NULL
270997,TBD-78,Fixed,1800,15668,111206,171121,NULL
270999,TBD-76,Fixed,1800,8467,94001,62816,NULL
271013,TBD-52,Fixed,1080,4385,119999,95156,NULL
271014,TBD-50,Fixed,2280,6028,138868,40047,NULL
271020,TBD-44,Fixed,840,4406,105275,73337,NULL
271033,TBD-29,Fixed,1200,3154,358950,272196,NULL
271036,TBD-20,Fixed,540,0,7141,26036,NULL
271037,TBD-19,Fixed,480,470,42148,83744,NULL
271041,TBD-15,Fixed,1080,6793,62103,62104,NULL
271042,TBD-14,Fixed,240,499,56635,61991,NULL
271043,TBD-13,Fixed,360,1181,17950,72697,NULL
271044,TBD-12,Fixed,480,373,60914,61895,NULL
271045,TBD-11,Fixed,60,0,24794,24816,NULL
271050,TBD-2,Fixed,120,2947,1302250,1308034,NULL
