ID,Issue_Key,Resolution,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Story_Point
76795,JSWSERVER-369,Fixed,180,0,0,1,NULL
76796,JSWSERVER-368,Fixed,60,0,0,1,NULL
76797,JSWSERVER-367,Fixed,60,0,0,131135,NULL
76799,JSWSERVER-363,Fixed,420,0,0,29482,NULL
76803,JSWSERVER-346,Fixed,360,0,0,1675,NULL
76804,JSWSERVER-345,Fixed,180,0,0,1,NULL
76805,JSWSERVER-344,Fixed,960,13931,13931,21955,NULL
76806,JSWSERVER-343,Fixed,1260,2872,2872,24828,NULL
76807,JSWSERVER-342,Fixed,1440,5779,5779,15134,NULL
76808,JSWSERVER-341,Fixed,120,0,0,5052,NULL
76810,JSWSERVER-339,Fixed,120,0,0,11646,NULL
76815,JSWSERVER-328,Fixed,960,295,295,51064,NULL
76822,JSWSERVER-321,Fixed,2400,5289,5289,114010,NULL
76823,JSWSERVER-320,Fixed,120,0,0,2,NULL
76824,JSWSERVER-314,Fixed,120,294,294,323,NULL
76825,JSWSERVER-313,Fixed,60,0,0,103,NULL
76826,JSWSERVER-312,Fixed,780,10190,10190,243575,NULL
76830,JSWSERVER-307,Fixed,120,0,0,1777,NULL
76831,JSWSERVER-306,Fixed,300,0,0,409117,NULL
76832,JSWSERVER-305,Fixed,60,0,0,4240,NULL
76835,JSWSERVER-301,Fixed,240,0,0,5998,NULL
76838,JSWSERVER-298,Fixed,240,0,0,9127,NULL
76841,JSWSERVER-295,Fixed,120,0,0,1,NULL
76844,JSWSERVER-291,Fixed,600,0,0,79915,NULL
76845,JSWSERVER-290,Fixed,120,11,11,12,NULL
76846,JSWSERVER-289,Fixed,180,0,0,51,NULL
76848,JSWSERVER-287,Fixed,120,0,0,325,NULL
76849,JSWSERVER-280,Fixed,120,0,0,1,NULL
76852,JSWSERVER-277,Fixed,300,0,0,34730,NULL
76855,JSWSERVER-274,Fixed,120,0,0,6684,NULL
76856,JSWSERVER-273,Fixed,60,0,0,1,NULL
76857,JSWSERVER-272,Fixed,60,0,0,1,NULL
76858,JSWSERVER-271,Fixed,60,0,0,117,NULL
76860,JSWSERVER-269,Fixed,60,0,0,326,NULL
76864,JSWSERVER-264,Fixed,180,0,0,103,NULL
76865,JSWSERVER-263,Fixed,120,0,0,88539,NULL
76866,JSWSERVER-262,Fixed,120,0,0,6460,NULL
76870,JSWSERVER-244,Fixed,60,0,0,77,NULL
76871,JSWSERVER-243,Fixed,180,0,0,25770,NULL
76879,JSWSERVER-224,Fixed,180,0,0,1,NULL
76881,JSWSERVER-222,Fixed,240,0,0,1,NULL
76885,JSWSERVER-217,Fixed,1260,15013,15013,19056,NULL
76886,JSWSERVER-216,Fixed,120,0,0,4,NULL
76889,JSWSERVER-194,Fixed,120,0,0,4372,NULL
76890,JSWSERVER-192,Fixed,90,0,0,4066,NULL
76892,JSWSERVER-190,Fixed,1260,0,0,49860,NULL
76893,JSWSERVER-189,Fixed,900,78394,78394,83443,NULL
76894,JSWSERVER-188,Fixed,120,19,19,4545,NULL
76899,JSWSERVER-179,Fixed,60,0,0,69,NULL
76905,JSWSERVER-152,Fixed,150,1792,1792,54817,NULL
76909,JSWSERVER-147,Fixed,120,0,0,2094,NULL
76911,JSWSERVER-145,Fixed,180,0,0,0,NULL
76912,JSWSERVER-144,Fixed,120,0,0,8,NULL
76913,JSWSERVER-143,Fixed,1440,192687,192687,246549,NULL
76914,JSWSERVER-142,Fixed,180,0,0,1767,NULL
76915,JSWSERVER-141,Fixed,60,0,0,1640,NULL
76919,JSWSERVER-135,Fixed,1680,34012,34012,40076,NULL
76920,JSWSERVER-134,Fixed,840,34012,34012,40076,NULL
76922,JSWSERVER-132,Fixed,2520,1530,1530,10066,NULL
76923,JSWSERVER-131,Fixed,2520,0,0,31470,NULL
76924,JSWSERVER-130,Fixed,120,0,0,10541,NULL
